  type_url: "type.googleapis.com/mediapipe.FaceDetectionOptions"
  value: "\245\002333?"
}

2025-03-06 12:19:03,263 - Starting age/gender estimation for redis_key: 20c5aa03310b6447268a2b8be13e4584 with backend: retinaface
2025-03-06 12:22:23,945 - Age/gender analysis completed in 200.676124 seconds
2025-03-06 12:22:45,282 - Age/gender estimation completed in 222.018664 seconds
2025-03-06 12:22:46,171 - Starting age/gender estimation for redis_key: 63fba3ffefff7e99be8e460ee7451b28 with backend: retinaface
2025-03-06 12:22:50,513 - Age/gender analysis completed in 4.335233 seconds
2025-03-06 12:22:50,783 - Age/gender estimation completed in 4.61176 seconds
2025-03-06 12:22:51,627 - Starting age/gender estimation for redis_key: 42465f204cf78ccaa3f599dce92e717c with backend: retinaface
2025-03-06 12:22:55,458 - Age/gender analysis completed in 3.829372 seconds
2025-03-06 12:22:55,731 - Age/gender estimation completed in 4.104707 seconds
2025-03-06 12:22:56,632 - Starting age/gender estimation for redis_key: c5b0787bf9bb4d030fe0e0b15d97aadb with backend: retinaface
2025-03-06 12:23:00,798 - Age/gender analysis completed in 4.160349 seconds
2025-03-06 12:23:01,080 - Age/gender estimation completed in 4.447163 seconds
2025-03-06 12:23:01,993 - Starting age/gender estimation for redis_key: 5ede97d55c8ced4bc1d1167091258399 with backend: retinaface
2025-03-06 12:23:06,203 - Age/gender analysis completed in 4.205758 seconds
2025-03-06 12:23:06,470 - Age/gender estimation completed in 4.477183 seconds
2025-03-06 12:44:20,137 - Starting age/gender estimation for redis_key: 20c5aa03310b6447268a2b8be13e4584 with backend: fastmtcnn
2025-03-06 12:44:20,141 - Error in Age/Gender Service: FastMtcnn is an optional detector, ensure the library is installed. Please install using 'pip install facenet-pytorch'
2025-03-06 13:09:30,267 - Starting age/gender estimation for redis_key: 20c5aa03310b6447268a2b8be13e4584 with backend: fastmtcnn
2025-03-06 13:09:35,360 - Age/gender analysis completed in 5.088956 seconds
2025-03-06 13:09:56,690 - Age/gender estimation completed in 26.422966 seconds
2025-03-06 13:09:57,603 - Starting age/gender estimation for redis_key: 63fba3ffefff7e99be8e460ee7451b28 with backend: fastmtcnn
2025-03-06 13:09:58,615 - Age/gender analysis completed in 1.005459 seconds
2025-03-06 13:09:58,626 - Age/gender estimation completed in 1.023454 seconds
2025-03-06 13:09:59,474 - Starting age/gender estimation for redis_key: 42465f204cf78ccaa3f599dce92e717c with backend: fastmtcnn
2025-03-06 13:10:00,272 - Age/gender analysis completed in 0.796535 seconds
2025-03-06 13:10:00,280 - Age/gender estimation completed in 0.806538 seconds
2025-03-06 13:10:01,170 - Starting age/gender estimation for redis_key: c5b0787bf9bb4d030fe0e0b15d97aadb with backend: fastmtcnn
2025-03-06 13:10:01,803 - Age/gender analysis completed in 0.629428 seconds
2025-03-06 13:10:01,814 - Age/gender estimation completed in 0.643945 seconds
2025-03-06 13:10:02,724 - Starting age/gender estimation for redis_key: 5ede97d55c8ced4bc1d1167091258399 with backend: fastmtcnn
2025-03-06 13:10:03,429 - Age/gender analysis completed in 0.701759 seconds
2025-03-06 13:10:03,440 - Age/gender estimation completed in 0.715754 seconds
2025-03-06 13:11:06,186 - Starting age/gender estimation for redis_key: 20c5aa03310b6447268a2b8be13e4584 with backend: yolov8
2025-03-06 13:11:11,694 - Age/gender analysis completed in 5.502565 seconds
2025-03-06 13:11:33,024 - Age/gender estimation completed in 26.837193 seconds
2025-03-06 13:11:33,913 - Starting age/gender estimation for redis_key: 63fba3ffefff7e99be8e460ee7451b28 with backend: yolov8
2025-03-06 13:11:34,793 - Age/gender analysis completed in 0.876905 seconds
2025-03-06 13:11:34,816 - Age/gender estimation completed in 0.903552 seconds
2025-03-06 13:11:35,660 - Starting age/gender estimation for redis_key: 42465f204cf78ccaa3f599dce92e717c with backend: yolov8
2025-03-06 13:11:36,355 - Age/gender analysis completed in 0.692398 seconds
2025-03-06 13:11:36,363 - Age/gender estimation completed in 0.702396 seconds
2025-03-06 13:11:37,249 - Starting age/gender estimation for redis_key: c5b0787bf9bb4d030fe0e0b15d97aadb with backend: yolov8
2025-03-06 13:11:37,733 - Age/gender analysis completed in 0.479884 seconds
2025-03-06 13:11:37,743 - Age/gender estimation completed in 0.493878 seconds
2025-03-06 13:11:38,630 - Starting age/gender estimation for redis_key: 5ede97d55c8ced4bc1d1167091258399 with backend: yolov8
2025-03-06 13:11:39,152 - Age/gender analysis completed in 0.517889 seconds
